commit	val_bpb	memory_gb	status	description
exp001	0.596350	5.3	keep	baseline
exp002	0.597899	5.4	discard	full attention for all layers at seq len 256
exp003	0.598981	5.2	discard	disable alternating value embeddings
exp004	0.601616	8.4	discard	increase default depth from 6 to 8 with matched aspect-ratio width
exp005	0.597927	3.6	discard	reduce default depth from 6 to 5 for a faster smaller model
exp006	0.594814	5.4	keep	replace dense FFN with parameter-matched SwiGLU gating
exp007	0.594333	5.5	keep	use learned value embeddings in every layer instead of alternating layers
exp008	0.595380	5.5	discard	shrink local sliding attention window from 128 to 64 while keeping mixed local/global layers
exp009	0.594438	5.5	discard	switch to multi-query attention with a single KV head
exp010	0.594869	5.5	discard	replace SwiGLU gate activation with GELU in the parameter-matched FFN
exp011	0.594328	5.5	keep	widen local sliding attention window from 128 to 192 while keeping mixed local/global layers
exp012	0.595281	5.6	discard	alternate local/global attention layout while keeping 192-token local windows
exp013	0.593862	5.5	keep	widen local sliding attention window from 192 to 224 while keeping mixed local/global layers
exp014	0.595618	5.5	discard	default to local attention in every non-final layer
exp015	0.594753	5.5	discard	widen local sliding attention window from 224 to 240 while keeping mixed local/global layers
exp016	2.503383	5.6	discard	tie input and output embeddings by default for the small SMILES vocabulary
exp017	0.594467	5.5	discard	move the non-final global attention layer earlier while keeping 224-token local windows
exp018	0.594763	5.5	discard	delay the first non-final global attention layer to the penultimate block while keeping 224-token local windows
exp019	0.606428	5.5	discard	use configured ReluSquared gated MLP instead of fixed SiLU gate
exp020	0.596547	5.5	discard	use 4 wider attention heads (80d) instead of 5x64 heads at similar model width
exp021	0.595900	6.4	discard	rebalance to 7 layers while keeping 320 width and 5x64 heads
exp022	0.594463	4.7	discard	reduce to 5 layers while keeping 320 width and 224-token mixed attention
exp023	0.594910	5.5	discard	expand value-embedding gates to use the full hidden state
exp024	0.595062	6.6	discard	widen to 384 hidden size with 6x64 heads while keeping 6 layers and 224-token mixed attention
exp025	0.594735	5.1	discard	reduce SwiGLU FFN expansion from 5x to 4x while keeping 320d mixed attention
exp026	0.595789	5.2	discard	use multi-query attention with one shared KV head while keeping the 224-token mixed attention layout
exp027	0.595199	5.6	discard	RMS-normalize learned value embeddings before gating them into attention values
exp028	0.594036	5.5	discard	gate value embeddings from one full attention head instead of a fixed 32 channels
exp029	0.595370	5.5	discard	restrict learned value embeddings to local-attention layers and keep global layers content-only
exp030	0.597306	5.6	discard	use 8 medium-width attention heads (40d) instead of 5x64 heads at similar model width
exp031	0.594248	5.6	discard	add a second mid-stack global attention layer with SSLL mixed attention while keeping 224-token local windows
exp032	0.593839	5.5	keep	progressively widen local attention windows across S layers (160/192/224/224) instead of using a fixed 224-token local window
exp033	0.593756	5.5	keep	narrow the earliest local attention window to 128 tokens while keeping later local windows at 192 and 224
exp034	0.594101	5.5	discard	tighten the second local attention window to 160 tokens while keeping the first at 128 and later locals at 224
exp035	0.593577	5.5	keep	hold the third local attention layer at a 192-token window before widening back to 224
exp036	0.594895	5.5	discard	hold the later short attention layer at a 192-token window instead of widening it to 224
exp037	0.593888	5.5	discard	widen the last non-final local attention window from 224 to 240 while keeping earlier progressive 128/192/192 windows
exp038	0.594825	5.5	discard	widen the last non-final local attention window partway to 208 while keeping the earlier progressive 128/192/192 schedule
exp039	0.593980	5.5	discard	insert a 176-token second local attention window before widening to 192 and 224
exp040	0.593369	5.5	keep	halve the learned value-embedding gate range so auxiliary values inject more conservatively into attention
exp041	0.593033	5.5	keep	tighten the earliest local attention window to 96 tokens while keeping later progressive windows at 192/192/224
exp042	0.593334	5.5	discard	tighten the earliest local attention window to 64 tokens while keeping later progressive windows at 192/192/224
exp043	0.593246	5.5	discard	moderately tighten the earliest local attention window to 80 tokens while keeping later progressive windows at 192/192/224
exp044	0.593521	5.5	discard	shrink the learned value-embedding gate summary from 32 channels to 16 for more conservative auxiliary value mixing
exp045	0.593586	5.5	discard	relax the earliest local attention window to 112 tokens while keeping later progressive windows at 192/192/224
exp046	0.593586	5.5	discard	widen the second local attention window to 208 tokens while keeping the 96-token earliest window and later 192/224 progression
exp047	0.604431	5.5	discard	use the configured ReluSquared activation on the gated MLP branch instead of hardcoded SiLU
exp048	0.592946	5.5	keep	tighten the learned value-embedding gate range further to 0.75x sigmoid while keeping the 96/192/192/224 local window schedule
exp049	0.593483	5.5	discard	drop value embeddings from the final global layer while keeping the tighter 0.75x sigmoid auxiliary-value gate
exp050	0.593954	5.5	discard	attenuate auxiliary value-embedding gates on global-attention layers while keeping 0.75x gates on local layers
exp051	0.592987	5.5	discard	tighten the learned value-embedding gate range further to 0.625x sigmoid while keeping the 96/192/192/224 local window schedule
exp052	0.593003	5.5	discard	increase the final global layer's value-embedding gate to 0.875x sigmoid while keeping 0.75x gates on earlier layers
exp053	0.593122	6.0	discard	widen the parameter-matched SwiGLU FFN expansion from 5x to 6x while keeping the 0.75x value gate and 96/192/192/224 local window schedule
exp054	0.593114	5.5	discard	shrink the learned value-embedding gate summary from 32 channels to 24 while keeping the 0.75x value gate and 96/192/192/224 local window schedule
exp055	0.594618	5.5	discard	halve the initial x0 residual skip to 0.05 while keeping the 0.75x value gate and 96/192/192/224 local window schedule
exp056	0.592630	5.5	keep	RMS-normalize the gated MLP hidden activation before the output projection while keeping the 0.75x value gate and 96/192/192/224 local window schedule
exp057	0.592452	5.7	keep	RMS-normalize the merged attention output before the output projection while keeping the 0.75x value gate and 96/192/192/224 local window schedule
exp058	0.593780	5.9	discard	RMS-normalize merged attention values before the attention kernel while keeping the 0.75x value gate and 96/192/192/224 local window schedule
exp059	0.593025	5.8	discard	RMS-normalize the MLP value branch before SwiGLU gating while keeping the hidden-state normalization before the output projection
exp060	0.593768	5.7	discard	increase the initial x0 residual skip to 0.15 while keeping the 0.75x value gate and post-branch RMS norms
exp061	0.601623	5.3	discard	switch each block to a parallel residual update so attention and MLP branches read the same normalized state
exp062	0.594551	5.7	discard	initialize a depth-decayed x0 residual skip (0.14->0.06) so early layers stay closer to embeddings while later layers rely more on transformed state
exp063	0.593826	5.7	discard	scale each normalized attention residual update to 0.875x while keeping post-branch RMS norms, the 0.75x auxiliary-value gate, and the 96/192/192/224 local window schedule
exp064	0.595432	5.8	discard	apply GELU to the MLP value branch while keeping SiLU gating, post-branch RMS norm, the 0.75x value gate, and the 96/192/192/224 local window schedule
exp065	0.596659	6.0	discard	RMS-normalize the projected MLP residual update before adding it back while keeping post-branch hidden norms, the 0.75x value gate, and the 96/192/192/224 local window schedule
exp066	2.807691	5.7	discard	tie input and output embeddings so the improved exp057 stack shares a single token matrix
exp067	0.592963	5.8	discard	scale the post-norm MLP residual update to 0.9x while keeping the 0.75x value gate and post-branch RMS norms
exp068	0.594250	5.7	discard	RMS-normalize auxiliary value embeddings before gating them into attention while keeping the 0.75x value gate, post-branch RMS norms, and the 96/192/192/224 local window schedule
exp069	0.593735	6.2	discard	learn per-layer attention and MLP residual gains while keeping the 0.75x value gate, post-branch RMS norms, and the 96/192/192/224 local window schedule
exp070	0.593614	5.3	discard	reduce the parameter-matched SwiGLU FFN expansion from 5x to 4x while keeping the exp057 post-branch RMS norms, 0.75x value gate, and 96/192/192/224 local window schedule
exp071	0.591842	5.7	keep	shift the first full-attention block earlier with an SSLS layout while keeping the exp057 post-branch RMS norms, 0.75x value gate, and progressive local window schedule
exp072	0.592029	5.7	discard	use an SLLS layout to add one more early full-attention block while keeping exp071 post-branch RMS norms, 0.75x value gate, and progressive local window sizing
exp073	0.594398	5.7	discard	limit the learned x0 embedding skip to local-attention layers so the SSLS global blocks operate on transformed context instead of re-injected token embeddings
exp074	0.592906	5.7	discard	widen the earliest SSLS local-attention window to 128 tokens so early local blocks see more context before the first global block
exp075	0.592777	5.7	discard	narrow the earliest SSLS local-attention window to 64 tokens so the first block stays more local before global mixing
exp076	0.593074	5.5	discard	restrict learned value embeddings to the global-attention layers in the exp071 SSLS stack
exp077	0.594885	5.3	discard	use multi-query attention with one shared KV head in the exp071 SSLS stack while keeping post-branch RMS norms, the 0.75x value gate, and progressive local windows
exp078	0.593199	5.7	discard	boost the learned x0 embedding skip on SSLS full-attention layers so global blocks start with slightly stronger direct token access
exp079	0.592834	5.7	discard	move the first non-final global attention block earlier with an SLSS layout while keeping exp071 post-branch RMS norms, the 0.75x value gate, and progressive local windows
exp080	0.593641	5.6	discard	keep auxiliary value embeddings only on local-attention layers in the exp071 SSLS stack
exp081	0.591942	5.7	discard	tighten the middle SSLS local-attention schedule to 96/160/192/224 so the second short block stays more local before late global mixing
exp082	0.597482	5.8	discard	apply ReluSquared to the gated MLP value branch in the exp071 SSLS stack while keeping post-branch RMS norms, the 0.75x value gate, and progressive local windows
exp083	0.592454	5.7	discard	halve x0 skip init on full-attention layers in the exp071 SSLS stack so global blocks start with less direct raw embedding reinjection
exp084	0.596488	6.0	discard	rebalance the exp071 SSLS stack to 7 narrower 280d layers with 5x56 heads so depth increases at similar compute while keeping post-branch RMS norms and the 0.75x value gate
exp085	0.595726	6.0	discard	rebalance the exp071 SSLS stack to 336d with 6x56 heads so the model gets slightly more width and finer attention partitioning at similar depth
exp086	0.592793	5.5	discard	share the auxiliary value embedding table across layers in the exp071-style SSLS stack while keeping per-layer value gates
exp087	0.593926	5.7	discard	use the full hidden state to gate auxiliary value embeddings in the exp071 SSLS stack while keeping the 0.75x gate range and post-branch RMS norms
exp088	0.593010	5.7	discard	keep the last SSLS local-attention block at a 192-token window so the model delays widening until the final global layer
exp089	0.592536	5.7	discard	widen the second early SSLS local-attention window to 224 tokens so the block before the first global layer sees fuller context
exp090	0.598774	5.5	discard	stop RMS-normalizing attention keys after RoPE in the exp071 SSLS stack so local/global attention keeps key magnitude information
exp091	0.592181	5.7	discard	widen the first post-global local-attention window to 224 tokens in the exp071 SSLS stack so context expansion happens sooner after early full attention
exp092	0.000000	0.0	crash	add learned per-head query temperatures after QK RMS normalization in the exp071 SSLS stack
exp093	0.592545	5.7	discard	replace the second post-global local block with a second consecutive full-attention block by switching the exp071-style stack from SSLS to SSLL
exp094	0.593657	5.7	discard	replace the SwiGLU gate activation with GELU in the exp071 SSLS stack while keeping post-branch RMS norms, the 0.75x value gate, and progressive local windows
exp095	0.593498	5.5	discard	remove post-RoPE query RMS normalization in the exp071 SSLS stack while keeping key normalization, post-branch RMS norms, and the 0.75x value gate
exp096	0.595657	5.7	discard	switch the exp071 SSLS stack from 5x64 attention heads to 4x80 heads so each head sees a wider subspace while keeping width, depth, post-branch RMS norms, the 0.75x value gate, and progressive local windows
exp097	0.592286	5.7	discard	tighten the local-attention block immediately after a full-attention layer to 160 tokens so the SSLS stack refocuses locally after global mixing before widening again
exp098	0.592990	5.7	discard	tighten the second early SSLS local-attention window to 160 tokens so the pre-global local stack stays more focused before the first full-attention layer
exp099	2.440467	5.7	discard	tie input and output embeddings in the exp071 SSLS stack to regularize the small SMILES model while reducing unembedding parameters
exp100	0.592804	5.7	discard	taper the exp071 SSLS value-embedding gate range with depth from 0.75x to 0.625x so later layers inject auxiliary token values more conservatively
